_id	volumeNumber	year
54457	17	2002
54458	29	2014
54459	15	2000
54460	19	2004
54461	13	1998
54462	16	2001
54463	18	2003
54464	29	2014
54465	25	2010
54466	18	2003
54467	20	2005
54468	21	2006
54469	19	2004
54470	25	2010
54471	14	1999
54472	27	2012
54473	25	2010
54474	24	2009
54475	8	1993
54476	29	2014
54477	21	2006
54478	24	2009
54479	26	2011
54480	26	2011
54481	14	1999
54482	14	1999
54483	15	2000
54484	23	2008
54485	11	1996
54486	16	2001
54487	21	2006
54488	12	1997
54489	20	2005
54490	16	2001
54491	29	2014
54492	19	2004
54493	23	2008
54494	20	2005
54495	22	2007
54496	10	1995
54497	24	2009
54498	18	2003
54499	13	1998
54500	21	2006
54501	20	2005
54502	29	2014
54503	22	2007
54504	16	2001
54505	20	2005
54506	14	1999
54507	18	2003
54508	24	2009
54509	15	2000
54510	24	2009
54511	13	1998
54512	27	2012
54513	24	2009
54514	21	2006
54515	19	2004
54516	24	2009
54517	21	2006
54518	22	2007
54519	22	2007
54520	15	2000
54521	27	2012
54522	20	2005
54523	17	2002
54524	12	1997
54525	28	2013
54526	24	2009
54527	13	1998
54528	18	2003
54529	25	2010
54530	24	2009
54531	11	1996
54532	27	2012
54533	24	2009
54534	16	2001
54535	20	2005
54536	12	1997
54537	19	2004
54538	23	2008
54539	21	2006
54540	23	2008
54541	27	2012
54542	24	2009
54543	21	2006
54544	24	2009
54545	20	2005
54546	12	1997
54547	19	2004
54548	9	1994
54549	27	2012
54550	12	1997
54551	11	1996
54552	16	2001
54553	21	2006
54554	10	1995
54555	20	2005
54556	25	2010
54557	23	2008
54558	26	2011
54559	13	1998
54560	29	2014
54561	28	2013
54562	29	2014
54563	19	2004
54564	21	2006
54565	14	1999
54566	20	2005
54567	11	1996
54568	13	1998
54569	28	2013
54570	11	1996
54571	9	1994
54572	16	2001
54573	11	1996
54574	13	1998
54575	10	1995
54576	9	1994
54577	27	2012
54578	11	1996
54579	8	1993
54580	13	1998
54581	25	2010
54582	21	2006
54583	23	2008
54584	22	2007
54585	17	2002
54586	13	1998
54587	15	2000
54588	17	2002
54589	15	2000
54590	8	1993
54591	21	2006
54592	20	2005
54593	19	2004
54594	28	2013
54595	29	2014
54596	10	1995
54597	17	2002
54598	18	2003
54599	10	1995
54600	22	2007
54601	22	2007
54602	17	2002
54603	26	2011
54604	26	2011
54605	17	2002
54606	16	2001
54607	28	2013
54608	12	1997
54609	24	2009
54610	21	2006
54611	24	2009
54612	20	2005
54613	25	2010
54614	21	2006
54615	25	2010
54616	9	1994
54617	16	2001
54618	22	2007
54619	20	2005
54620	28	2013
54621	20	2005
54622	25	2009
54623	22	2007
54624	22	2007
54625	13	1998
54626	22	2007
54627	25	2010
54628	20	2005
54629	23	2008
54630	14	1999
54631	21	2006
54632	10	1995
54633	15	2000
54634	18	2003
54635	10	1995
54636	10	1995
54637	27	2012
54638	15	2000
54639	30	2015
54640	25	2010
54641	23	2008
54642	22	2007
54643	13	1998
54644	13	1998
54645	17	2002
54646	8	1993
54647	13	1998
54648	26	2011
54649	10	1995
54650	30	2015
54651	22	2007
54652	13	1998
54653	8	1993
54654	27	2012
54655	20	2005
54656	18	2003
54657	21	2006
54658	24	2009
54659	30	2015
54660	22	2007
54661	18	2003
54662	22	2007
54663	13	1998
54664	29	2014
54665	26	2011
54666	28	2013
54667	15	2000
54668	22	2007
54669	16	2001
54670	24	2009
54671	18	2003
54672	10	1995
54673	18	2003
54674	16	2001
54675	9	1994
54676	25	2009
54677	16	2001
54678	14	1999
54679	11	1996
54680	12	1997
54681	24	2009
54682	9	1994
54683	24	2009
54684	15	2000
54685	20	2005
54686	18	2003
54687	19	2004
54688	23	2008
54689	14	1999
54690	21	2006
54691	19	2004
54692	17	2002
54693	11	1996
54694	21	2006
54695	9	1994
54696	27	2012
54697	26	2011
54698	27	2012
54699	28	2013
54700	27	2012
54701	8	1993
54702	29	2014
54703	9	1994
54704	16	2001
54705	18	2003
54706	28	2013
54707	20	2005
54708	30	2015
54709	13	1998
54710	21	2006
54711	17	2002
54712	25	2010
54713	24	2009
54714	13	1998
54715	17	2002
54716	14	1999
54717	18	2003
54718	21	2006
54719	20	2005
54720	13	1998
54721	22	2007
54722	27	2012
54723	28	2013
54724	21	2006
54725	30	2015
54726	16	2001
54727	20	2005
54728	13	1998
54729	11	1996
54730	12	1997
54731	28	2013
54732	17	2002
54733	25	2010
54734	16	2001
54735	20	2005
54736	29	2014
54737	27	2012
54738	21	2006
54739	29	2014
54740	12	1997
54741	26	2011
54742	27	2012
54743	25	2010
54744	26	2011
54745	13	1998
54746	12	1997
54747	15	2000
54748	20	2005
54749	29	2014
54750	18	2003
54751	22	2007
54752	30	2015
54753	28	2013
54754	25	2009
54755	19	2004
54756	30	2015
54757	29	2014
54758	25	2009
54759	26	2011
54760	20	2005
54761	17	2002
54762	18	2003
54763	21	2006
54764	29	2014
54765	25	2010
54766	11	1996
54767	20	2005
54768	17	2002
54769	12	1997
54770	25	2009
54771	8	1993
54772	21	2006
54773	21	2006
54774	22	2007
54775	24	2009
54776	10	1995
54777	18	2003
54778	28	2013
54779	12	1997
54780	11	1996
54781	10	1995
54782	27	2012
54783	26	2011
54784	17	2002
54785	9	1994
54786	9	1994
54787	17	2002
54788	30	2015
54789	24	2009
54790	30	2015
54791	30	2015
54792	17	2002
54793	30	2015
54794	23	2008
54795	27	2012
54796	22	2007
54797	19	2004
54798	21	2006
54799	20	2005
54800	21	2006
54801	18	2003
54802	20	2005
54803	12	1997
54804	20	2005
54805	17	2002
54806	22	2007
54807	26	2011
54808	22	2007
54809	18	2003
54810	20	2005
54811	18	2003
54812	11	1996
54813	16	2001
54814	18	2003
54815	27	2012
54816	22	2007
54817	25	2009
54818	25	2010
54819	21	2006
54820	30	2015
54821	28	2013
54822	29	2014
54823	12	1997
54824	9	1994
54825	26	2011
54826	20	2005
54827	25	2010
54828	14	1999
54829	24	2009
54830	18	2003
54831	17	2002
54832	27	2012
54833	14	1999
54834	26	2011
54835	30	2015
54836	15	2000
54837	21	2006
54838	14	1999
54839	24	2009
54840	18	2003
54841	18	2003
54842	12	1997
54843	12	1997
54844	24	2009
54845	21	2006
54846	9	1994
54847	30	2015
54848	23	2008
54849	21	2006
54850	19	2004
54851	22	2007
54852	30	2015
54853	30	2015
54854	19	2004
54855	17	2002
54856	27	2012
54857	17	2002
54858	15	2000
54859	18	2003
54860	13	1998
54861	27	2012
54862	26	2011
54863	17	2002
54864	24	2009
54865	23	2008
54866	29	2014
54867	22	2007
54868	11	1996
54869	25	2010
54870	17	2002
54871	16	2001
54872	29	2014
54873	17	2002
54874	21	2006
54875	26	2011
54876	18	2003
54877	19	2004
54878	22	2007
54879	21	2006
54880	28	2013
54881	11	1996
54882	23	2008
54883	27	2012
54884	20	2005
54885	26	2011
54886	19	2004
54887	13	1998
54888	16	2001
54889	24	2009
54890	28	2013
54891	19	2004
54892	21	2006
54893	14	1999
54894	20	2005
54895	13	1998
54896	20	2005
54897	26	2011
54898	16	2001
54899	11	1996
54900	24	2009
54901	14	1999
54902	20	2005
54903	13	1998
54904	23	2008
54905	17	2002
54906	19	2004
54907	24	2009
54908	23	2008
54909	15	2000
54910	24	2009
54911	30	2015
54912	13	1998
54913	22	2007
54914	19	2004
54915	13	1998
54916	25	2010
54917	19	2004
54918	28	2013
54919	19	2004
54920	10	1995
54921	16	2001
54922	21	2006
54923	20	2005
54924	24	2009
54925	10	1995
54926	19	2004
54927	10	1995
54928	18	2003
54929	22	2007
54930	29	2014
54931	29	2014
54932	25	2009
54933	30	2015
54934	18	2003
54935	28	2013
54936	13	1998
54937	14	1999
54938	29	2014
54939	17	2002
54940	26	2011
54941	13	1998
54942	17	2002
54943	24	2009
54944	30	2015
54945	24	2009
54946	9	1994
54947	28	2013
54948	20	2005
54949	19	2004
54950	18	2003
54951	15	2000
54952	23	2008
54953	14	1999
54954	17	2002
54955	23	2008
54956	25	2010
54957	20	2005
54958	17	2002
54959	19	2004
54960	29	2014
54961	17	2002
54962	13	1998
54963	21	2006
54964	26	2011
54965	21	2006
54966	11	1996
54967	29	2014
54968	27	2012
54969	12	1997
54970	20	2005
54971	27	2012
54972	9	1994
54973	12	1997
54974	28	2013
54975	8	1993
54976	23	2008
54977	11	1996
54978	26	2011
54979	8	1993
54980	27	2012
54981	27	2012
54982	24	2009
54983	28	2013
54984	29	2014
54985	26	2011
54986	12	1997
54987	19	2004
54988	27	2012
54989	12	1997
54990	18	2003
54991	15	2000
54992	16	2001
54993	26	2011
54994	22	2007
54995	18	2003
54996	27	2012
54997	25	2010
54998	19	2004
54999	28	2013
55000	15	2000
55001	14	1999
55002	28	2013
55003	16	2001
55004	26	2011
55005	12	1997
55006	11	1996
55007	11	1996
55008	11	1996
55009	20	2005
55010	9	1994
55011	14	1999
55012	19	2004
55013	26	2011
55014	24	2009
55015	27	2012
55016	11	1996
55017	18	2003
55018	18	2003
55019	20	2005
55020	29	2014
55021	24	2009
55022	28	2013
55023	21	2006
55024	11	1996
55025	24	2009
55026	24	2009
55027	22	2007
55028	20	2005
55029	24	2009
55030	22	2007
55031	30	2015
55032	17	2002
55033	26	2011
55034	24	2009
55035	16	2001
55036	25	2010
55037	26	2011
55038	18	2003
55039	19	2004
55040	14	1999
55041	26	2011
55042	28	2013
55043	22	2007
55044	12	1997
55045	22	2007
55046	21	2006
55047	15	2000
55048	18	2003
55049	27	2012
55050	29	2014
55051	14	1999
55052	19	2004
55053	13	1998
55054	21	2006
55055	23	2008
55056	19	2004
55057	26	2011
55058	24	2009
55059	23	2008
55060	29	2014
55061	18	2003
55062	25	2010
55063	18	2003
55064	15	2000
55065	12	1997
55066	21	2006
55067	29	2014
55068	30	2015
55069	23	2008
55070	29	2014
55071	8	1993
55072	11	1996
55073	17	2002
55074	20	2005
55075	19	2004
55076	26	2011
55077	9	1994
55078	30	2015
55079	16	2001
55080	19	2004
55081	18	2003
55082	21	2006
55083	24	2009
55084	22	2007
55085	13	1998
55086	18	2003
55087	25	2010
55088	8	1993
55089	27	2012
55090	26	2011
55091	21	2006
55092	27	2012
55093	11	1996
55094	10	1995
55095	10	1995
55096	9	1994
55097	20	2005
55098	19	2004
55099	29	2014
55100	30	2015
55101	24	2009
55102	14	1999
55103	14	1999
55104	24	2009
55105	27	2012
55106	25	2010
55107	27	2012
55108	30	2015
55109	20	2005
55110	27	2012
55111	27	2012
55112	8	1993
55113	26	2011
55114	28	2013
55115	20	2005
55116	20	2005
55117	19	2004
55118	21	2006
55119	28	2013
55120	30	2015
55121	25	2010
55122	21	2006
55123	19	2004
55124	23	2008
55125	25	2010
55126	22	2007
55127	30	2015
55128	10	1995
55129	28	2013
55130	18	2003
55131	18	2003
55132	9	1994
55133	18	2003
55134	15	2000
55135	14	1999
55136	20	2005
55137	24	2009
55138	21	2006
55139	23	2008
55140	30	2015
55141	25	2010
55142	27	2012
55143	21	2006
55144	22	2007
55145	19	2004
55146	22	2007
55147	17	2002
55148	14	1999
55149	20	2005
55150	11	1996
55151	29	2014
55152	26	2011
55153	20	2005
55154	14	1999
55155	24	2009
55156	19	2004
55157	9	1994
55158	14	1999
55159	18	2003
55160	8	1993
55161	18	2003
55162	28	2013
55163	18	2003
55164	16	2001
55165	18	2003
55166	24	2009
55167	10	1995
55168	16	2001
55169	26	2011
55170	15	2000
55171	16	2001
55172	30	2015
55173	29	2014
55174	18	2003
55175	28	2013
55176	18	2003
55177	16	2001
55178	28	2013
55179	15	2000
55180	25	2010
55181	22	2007
55182	29	2014
55183	25	2010
55184	29	2014
55185	22	2007
55186	21	2006
55187	28	2013
55188	22	2007
55189	23	2008
55190	12	1997
55191	20	2005
55192	25	2010
55193	14	1999
55194	17	2002
55195	19	2004
55196	17	2002
55197	9	1994
55198	29	2014
55199	24	2009
55200	14	1999
55201	23	2008
55202	15	2000
55203	20	2005
55204	23	2008
55205	14	1999
55206	21	2006
55207	25	2010
55208	10	1995
55209	21	2006
55210	21	2006
55211	25	2010
55212	25	2010
55213	15	2000
55214	25	2010
55215	13	1998
55216	26	2011
55217	12	1997
55218	15	2000
55219	12	1997
55220	22	2007
55221	17	2002
55222	20	2005
55223	30	2015
55224	21	2006
55225	28	2013
55226	21	2006
55227	27	2012
55228	13	1998
55229	24	2009
55230	24	2009
55231	8	1993
55232	25	2010
55233	26	2011
55234	15	2000
55235	30	2015
55236	23	2008
55237	20	2005
55238	15	2000
55239	16	2001
55240	22	2007
55241	19	2004
55242	23	2008
55243	19	2004
55244	11	1996
55245	21	2006
55246	29	2014
55247	21	2006
55248	19	2004
55249	20	2005
55250	10	1995
55251	27	2012
55252	29	2014
55253	13	1998
55254	12	1997
55255	22	2007
55256	14	1999
55257	26	2011
55258	24	2009
55259	19	2004
55260	9	1994
55261	29	2014
55262	23	2008
55263	25	2010
55264	29	2014
55265	16	2001
55266	22	2007
55267	12	1997
55268	29	2014
55269	29	2014
55270	27	2012
55271	22	2007
55272	26	2011
55273	24	2009
55274	20	2005
55275	23	2008
55276	21	2006
55277	17	2002
55278	27	2012
55279	22	2007
55280	22	2007
55281	22	2007
55282	11	1996
55283	24	2009
55284	12	1997
55285	11	1996
55286	25	2010
55287	18	2003
55288	24	2009
55289	29	2014
55290	16	2001
55291	8	1993
55292	23	2008
55293	18	2003
55294	25	2010
55295	22	2007
55296	23	2008
55297	27	2012
55298	22	2007
55299	20	2005
55300	30	2015
55301	21	2006
55302	14	1999
55303	19	2004
55304	23	2008
55305	11	1996
55306	27	2012
55307	15	2000
55308	24	2009
55309	15	2000
55310	30	2015
55311	28	2013
55312	14	1999
55313	13	1998
55314	14	1999
55315	28	2013
55316	26	2011
55317	27	2012
55318	20	2005
55319	25	2010
55320	10	1995
55321	14	1999
55322	25	2010
55323	10	1995
55324	13	1998
55325	20	2005
55326	10	1995
55327	24	2009
55328	21	2006
55329	20	2005
55330	12	1997
55331	30	2015
55332	11	1996
55333	11	1996
55334	25	2009
55335	23	2008
55336	29	2014
55337	27	2012
55338	12	1997
55339	25	2010
55340	18	2003
55341	30	2015
55342	22	2007
55343	24	2009
55344	28	2013
55345	19	2004
55346	14	1999
55347	11	1996
55348	14	1999
55349	22	2007
55350	23	2008
55351	27	2012
55352	26	2011
55353	29	2014
55354	19	2004
55355	19	2004
55356	16	2001
55357	19	2004
55358	19	2004
55359	8	1993
55360	23	2008
55361	11	1996
55362	12	1997
55363	25	2009
55364	12	1997
55365	27	2012
55366	11	1996
55367	25	2009
55368	21	2006
55369	28	2013
55370	10	1995
55371	29	2014
55372	8	1993
55373	28	2013
55374	13	1998
55375	10	1995
55376	27	2012
55377	14	1999
55378	29	2014
55379	15	2000
55380	17	2002
55381	28	2013
55382	24	2009
55383	13	1998
55384	22	2007
55385	28	2013
55386	27	2012
55387	26	2011
55388	25	2010
55389	19	2004
55390	25	2010
55391	21	2006
55392	22	2007
55393	18	2003
55394	19	2004
55395	8	1993
55396	27	2012
55397	9	1994
55398	28	2013
55399	11	1996
55400	17	2002
55401	23	2008
55402	16	2001
55403	30	2015
55404	16	2001
55405	15	2000
55406	10	1995
55407	30	2015
55408	25	2010
55409	24	2009
55410	29	2014
55411	22	2007
55412	12	1997
55413	18	2003
55414	19	2004
55415	26	2011
55416	13	1998
55417	29	2014
55418	20	2005
55419	9	1994
55420	15	2000
55421	29	2014
55422	15	2000
55423	15	2000
55424	22	2007
55425	15	2000
55426	21	2006
55427	10	1995
55428	11	1996
55429	19	2004
55430	25	2010
55431	26	2011
55432	25	2010
55433	21	2006
55434	27	2012
55435	24	2009
55436	15	2000
55437	21	2006
55438	12	1997
55439	23	2008
55440	15	2000
55441	11	1996
55442	17	2002
55443	19	2004
55444	21	2006
55445	27	2012
55446	26	2011
55447	18	2003
55448	25	2010
55449	20	2005
55450	19	2004
55451	19	2004
55452	23	2008
55453	9	1994
55454	9	1994
55455	27	2012
55456	30	2015
55457	8	1993
55458	21	2006
55459	20	2005
55460	29	2014
55461	25	2010
55462	29	2014
55463	10	1995
55464	11	1996
55465	24	2009
55466	19	2004
55467	27	2012
55468	15	2000
55469	13	1998
55470	11	1996
55471	8	1993
55472	9	1994
55473	14	1999
55474	10	1995
55475	9	1994
55476	18	2003
55477	23	2008
55478	28	2013
55479	14	1999
55480	12	1997
55481	26	2011
55482	24	2009
55483	17	2002
55484	13	1998
55485	30	2015
55486	25	2009
55487	18	2003
55488	19	2004
55489	25	2010
55490	28	2013
55491	14	1999
55492	25	2010
55493	13	1998
55494	19	2004
55495	13	1998
55496	26	2011
55497	8	1993
55498	30	2015
55499	19	2004
55500	27	2012
55501	21	2006
55502	30	2015
55503	24	2009
55504	25	2010
55505	19	2004
55506	20	2005
55507	19	2004
55508	8	1993
55509	26	2011
55510	23	2008
55511	25	2010
55512	16	2001
55513	13	1998
55514	26	2011
55515	23	2008
55516	19	2004
55517	29	2014
55518	25	2010
55519	13	1998
55520	17	2002
55521	15	2000
55522	12	1997
55523	22	2007
55524	22	2007
55525	16	2001
55526	29	2014
55527	11	1996
55528	22	2007
55529	27	2012
55530	21	2006
55531	16	2001
55532	24	2009
55533	21	2006
55534	23	2008
55535	18	2003
55536	8	1993
55537	19	2004
55538	10	1995
55539	27	2012
55540	30	2015
55541	18	2003
55542	21	2006
55543	20	2005
55544	22	2007
55545	10	1995
55546	22	2007
55547	19	2004
55548	13	1998
55549	19	2004
55550	21	2006
55551	29	2014
55552	25	2010
55553	16	2001
55554	28	2013
55555	14	1999
55556	24	2009
55557	13	1998
55558	22	2007
55559	10	1995
55560	18	2003
55561	14	1999
55562	17	2002
55563	28	2013
55564	28	2013
55565	10	1995
55566	19	2004
55567	9	1994
55568	23	2008
55569	28	2013
55570	22	2007
55571	24	2009
55572	26	2011
55573	21	2006
55574	24	2009
55575	22	2007
55576	19	2004
55577	12	1997
55578	21	2006
55579	20	2005
55580	19	2004
55581	25	2009
55582	30	2015
55583	27	2012
55584	23	2008
55585	23	2008
55586	22	2007
55587	15	2000
55588	11	1996
55589	27	2012
55590	21	2006
55591	25	2010
55592	18	2003
55593	16	2001
55594	11	1996
55595	30	2015
55596	27	2012
55597	30	2015
55598	25	2010
55599	26	2011
55600	21	2006
55601	12	1997
55602	17	2002
55603	27	2012
55604	27	2012
55605	28	2013
55606	20	2005
55607	17	2002
55608	22	2007
55609	22	2007
55610	25	2010
55611	10	1995
55612	18	2003
55613	24	2009
55614	8	1993
55615	17	2002
55616	27	2012
55617	21	2006
55618	23	2008
55619	15	2000
55620	17	2002
55621	24	2009
55622	19	2004
55623	21	2006
55624	25	2010
55625	20	2005
55626	18	2003
55627	20	2005
55628	11	1996
55629	24	2009
55630	20	2005
55631	19	2004
55632	28	2013
55633	29	2014
55634	27	2012
55635	17	2002
55636	25	2010
55637	27	2012
55638	18	2003
55639	23	2008
55640	24	2009
55641	27	2012
55642	25	2009
55643	20	2005
55644	21	2006
55645	27	2012
55646	14	1999
55647	29	2014
55648	20	2005
55649	14	1999
55650	24	2009
55651	22	2007
55652	22	2007
55653	26	2011
55654	8	1993
55655	18	2003
55656	28	2013
55657	30	2015
55658	16	2001
55659	25	2010
55660	28	2013
55661	22	2007
55662	17	2002
55663	16	2001
55664	29	2014
55665	19	2004
55666	19	2004
55667	22	2007
55668	15	2000
55669	25	2010
55670	25	2010
55671	14	1999
55672	26	2011
55673	30	2015
55674	24	2009
55675	13	1998
55676	15	2000
55677	15	2000
55678	18	2003
55679	28	2013
55680	10	1995
55681	15	2000
55682	21	2006
55683	17	2002
55684	14	1999
55685	27	2012
55686	12	1997
55687	29	2014
55688	27	2012
55689	18	2003
55690	25	2010
55691	23	2008
55692	21	2006
55693	22	2007
55694	28	2013
55695	12	1997
55696	24	2009
55697	12	1997
55698	19	2004
55699	17	2002
55700	28	2013
55701	21	2006
55702	10	1995
55703	13	1998
55704	21	2006
55705	26	2011
55706	17	2002
55707	28	2013
55708	24	2009
55709	21	2006
55710	25	2010
55711	10	1995
55712	12	1997
55713	19	2004
55714	23	2008
55715	11	1996
55716	30	2015
55717	23	2008
55718	26	2011
55719	26	2011
55720	24	2009
55721	25	2010
55722	21	2006
55723	18	2003
55724	21	2006
55725	11	1996
55726	22	2007
55727	28	2013
55728	21	2006
55729	18	2003
55730	23	2008
55731	11	1996
55732	29	2014
55733	22	2007
55734	19	2004
55735	20	2005
55736	8	1993
55737	12	1997
55738	29	2014
55739	10	1995
55740	18	2003
55741	21	2006
55742	21	2006
55743	25	2010
55744	9	1994
55745	21	2006
55746	26	2011
55747	23	2008
55748	19	2004
55749	20	2005
55750	17	2002
55751	21	2006
55752	17	2002
55753	30	2015
55754	18	2003
55755	30	2015
55756	20	2005
55757	27	2012
55758	22	2007
55759	23	2008
55760	29	2014
55761	17	2002
55762	14	1999
55763	21	2006
55764	11	1996
55765	10	1995
55766	15	2000
55767	23	2008
55768	30	2015
55769	18	2003
55770	8	1993
55771	26	2011
55772	22	2007
55773	23	2008
55774	23	2008
55775	20	2005
55776	16	2001
55777	20	2005
55778	18	2003
55779	27	2012
55780	19	2004
55781	29	2014
55782	30	2015
55783	17	2002
55784	12	1997
55785	8	1993
55786	20	2005
55787	23	2008
55788	20	2005
55789	16	2001
55790	15	2000
55791	19	2004
55792	13	1998
55793	23	2008
55794	23	2008
55795	20	2005
55796	24	2009
55797	8	1993
55798	14	1999
55799	24	2009
55800	18	2003
55801	21	2006
55802	17	2002
55803	17	2002
55804	13	1998
55805	27	2012
55806	22	2007
55807	29	2014
55808	17	2002
55809	8	1993
55810	6	2012
55811	7	2013
55812	4	2010
55813	6	2012
55814	5	2011
55815	8	2014
55816	4	2010
55817	7	2013
55818	6	2012
55819	8	2014
55820	1	2007
55821	7	2013
55822	2	2008
55823	8	2014
55824	3	2009
55825	8	2014
55826	7	2013
55827	8	2014
55828	2	2008
55829	2	2008
55830	7	2013
55831	8	2014
55832	8	2014
55833	4	2010
55834	3	2009
55835	4	2010
55836	4	2010
55837	7	2013
55838	1	2007
55839	1	2007
55840	8	2014
55841	8	2014
55842	5	2011
55843	3	2009
55844	5	2011
55845	4	2010
55846	1	2007
55847	3	2009
55848	2	2008
55849	2	2008
55850	9	2015
55851	6	2012
55852	9	2015
55853	5	2011
55854	3	2009
55855	6	2012
55856	5	2011
55857	7	2013
55858	6	2012
55859	4	2010
55860	8	2014
55861	8	2014
55862	8	2014
55863	3	2009
55864	6	2012
55865	2	2008
55866	8	2014
55867	4	2010
55868	7	2013
55869	6	2012
55870	9	2015
55871	5	2011
55872	7	2013
55873	5	2011
55874	9	2015
55875	1	2007
55876	9	2015
55877	1	2007
55878	3	2009
55879	2	2008
55880	5	2011
55881	5	2011
55882	6	2012
55883	9	2015
55884	6	2012
55885	4	2010
55886	4	2010
55887	3	2009
55888	5	2011
55889	3	2009
55890	5	2011
55891	6	2012
55892	3	2009
55893	6	2012
55894	5	2011
55895	5	2011
55896	9	2015
55897	9	2015
55898	9	2015
55899	5	2011
55900	4	2010
55901	2	2008
55902	4	2010
55903	5	2011
55904	5	2011
55905	4	2010
55906	6	2012
55907	1	2007
55908	4	2010
55909	6	2012
55910	6	2012
55911	3	2009
55912	2	2008
55913	1	2007
55914	3	2009
55915	9	2015
55916	7	2013
55917	2	2008
55918	4	2010
55919	2	2008
55920	3	2009
55921	8	2014
55922	4	2010
55923	4	2010
55924	9	2015
55925	3	2009
55926	4	2010
55927	9	2015
55928	1	2007
55929	6	2012
55930	2	2008
55931	1	2007
55932	5	2011
55933	5	2011
55934	9	2015
55935	6	2012
55936	2	2008
55937	7	2013
55938	7	2013
55939	7	2013
55940	4	2010
55941	4	2010
55942	6	2012
55943	6	2012
55944	3	2009
55945	7	2013
55946	8	2014
55947	1	2007
55948	1	2007
55949	4	2010
55950	2	2008
55951	9	2015
55952	2	2008
55953	2	2008
55954	5	2011
55955	8	2014
55956	1	2007
55957	1	2007
55958	2	2008
55959	2	2008
55960	3	2009
55961	7	2013
55962	5	2011
55963	8	2014
55964	7	2013
55965	8	2014
55966	5	2011
55967	7	2013
55968	9	2015
55969	4	2010
55970	3	2009
55971	7	2013
55972	6	2012
55973	7	2013
55974	3	2009
55975	6	2012
55976	3	2009
55977	8	2014
55978	8	2014
55979	5	2011
55980	3	2009
55981	8	2014
55982	7	2013
55983	7	2013
55984	7	2013
55985	4	2010
55986	6	2012
55987	5	2011
55988	7	2013
55989	7	2013
55990	8	2014
55991	9	2015
55992	2	2008
55993	8	2014
55994	8	2014
55995	2	2008
55996	9	2015
55997	5	2011
55998	4	2010
55999	8	2014
56000	8	2014
56001	6	2012
56002	5	2011
56003	6	2012
56004	3	2009
56005	3	2009
56006	1	2007
56007	6	2012
56008	2	2008
56009	8	2014
56010	4	2010
56011	4	2010
56012	6	2012
56013	7	2013
56014	24	2007
56015	26	2009
56016	23	2006
56017	31	2014
56018	24	2007
56019	25	2008
56020	27	2010
56021	26	2009
56022	25	2008
56023	23	2006
56024	32	2015
56025	27	2010
56026	29	2012
56027	31	2014
56028	25	2008
56029	27	2010
56030	29	2012
56031	27	2010
56032	28	2011
56033	29	2012
56034	22	2005
56035	27	2010
56036	24	2007
56037	22	2005
56038	30	2013
56039	25	2008
56040	23	2006
56041	22	2005
56042	23	2006
56043	30	2013
56044	29	2012
56045	26	2009
56046	26	2009
56047	27	2010
56048	30	2013
56049	31	2014
56050	32	2015
56051	25	2008
56052	31	2014
56053	31	2014
56054	24	2007
56055	28	2011
56056	23	2006
56057	21	2004
56058	27	2010
56059	26	2009
56060	27	2010
56061	25	2008
56062	29	2012
56063	27	2010
56064	26	2009
56065	24	2007
56066	27	2010
56067	27	2010
56068	21	2004
56069	24	2007
56070	23	2006
56071	29	2012
56072	25	2008
56073	28	2011
56074	24	2007
56075	27	2010
56076	27	2010
56077	32	2015
56078	31	2014
56079	31	2014
56080	31	2014
56081	24	2007
56082	24	2007
56083	32	2015
56084	30	2013
56085	22	2005
56086	26	2009
56087	26	2009
56088	29	2012
56089	28	2011
56090	31	2014
56091	24	2007
56092	30	2013
56093	29	2012
56094	27	2010
56095	30	2013
56096	25	2008
56097	26	2009
56098	28	2011
56099	26	2009
56100	26	2009
56101	22	2005
56102	23	2006
56103	22	2005
56104	30	2013
56105	23	2006
56106	27	2010
56107	24	2007
56108	31	2014
56109	21	2004
56110	32	2015
56111	32	2015
56112	27	2010
56113	25	2008
56114	27	2010
56115	23	2006
56116	32	2015
56117	27	2010
56118	32	2015
56119	21	2004
56120	29	2012
56121	23	2006
56122	28	2011
56123	31	2014
56124	22	2005
56125	31	2014
56126	26	2009
56127	28	2011
56128	23	2006
56129	28	2011
56130	24	2007
56131	26	2009
56132	25	2008
56133	32	2015
56134	25	2008
56135	23	2006
56136	25	2008
56137	22	2005
56138	29	2012
56139	26	2009
56140	21	2004
56141	31	2014
56142	29	2012
56143	29	2012
56144	25	2008
56145	22	2005
56146	27	2010
56147	26	2009
56148	28	2011
56149	26	2009
56150	29	2012
56151	24	2007
56152	30	2013
56153	29	2012
56154	28	2011
56155	22	2005
56156	29	2012
56157	29	2012
56158	29	2012
56159	27	2010
56160	21	2004
56161	32	2015
56162	27	2010
56163	29	2012
56164	26	2009
56165	21	2004
56166	25	2008
56167	30	2013
56168	21	2004
56169	25	2008
56170	22	2005
56171	28	2011
56172	29	2012
56173	31	2014
56174	26	2009
56175	31	2014
56176	26	2009
56177	31	2014
56178	22	2005
56179	30	2013
56180	32	2015
56181	32	2015
56182	30	2013
56183	25	2008
56184	25	2008
56185	22	2005
56186	26	2009
56187	30	2013
56188	29	2012
56189	26	2009
56190	26	2009
56191	25	2008
56192	27	2010
56193	22	2005
56194	29	2012
56195	28	2011
56196	26	2009
56197	21	2004
56198	31	2014
56199	28	2011
56200	26	2009
56201	25	2008
56202	22	2005
56203	31	2014
56204	30	2013
