articleId;title;pages;volumeNumber
1;Distributed control for uniform circumnavigation of ring-coupled unicycles.;23-29;53
1;Bayesian approaches for identification of the complex modulus of viscoelastic materials.;1369-1376;43
1;On dimensionality reduction and the stability of a class of switched descriptor systems.;1855-1860;49
1;The row-by-row decoupling via state feedback: A polynomial approach.;1491-1499;29
1;Distributed optimal component fusion weighted by scalars for fixed-lag Kalman smoother.;2153-2159;41
1;Robust control of flexible structures with stable bandpass controllers.;1251-1260;44
1;An almost necessary and sufficient condition for robust stability of closed-loop systems with disturbance observer.;296-299;45
1;Robust control for parameter uncertain delay systems in state and control input.;1337-1339;32
1;On the equivalence of causal LTI iterative learning control and feedback control.;703-708;38
1;Missile guidance laws based on pursuit-evasion game formulations.;607-618;39
1;A hierarchical cyclic pursuit scheme for vehicle networks.;1045-1053;41
1;Application of a fault detection filter to structural health monitoring.;1199-1209;42
1;Optimal robust filtering for systems subject to uncertainties.;111-117;52
1;The proportion of leaders needed for the expected consensus.;2697-2703;47
1;Drag-free and attitude control for the GOCE satellite.;1766-1780;44
1;On the algebraic characterization of invariant sets of switched linear systems.;1047-1052;46
1;"Adaptive control of nonlinear dynamic systems using ^f952;-adaptive neural networks.";1975-1995;33
1;Continuous stirred tank reactors: easy to stabilise?;1817-1827;39
1;FIR stabilization in discrete one-sided model-matching problems.;2990-2992;48
1;Multimodel strategies under random disturbances and imperfect partial observations.;121-125;22
1;Approximate models for continuous-time linear systems with sampling jitter.;2091-2098;41
1;On smooth optimal control determination.;2175-2180;40
1;Strong consistence of recursive identification for Wiener systems.;1905-1916;41
1;Distributed model predictive control of nonlinear systems subject to asynchronous and delayed measurements.;52-61;46
1;"Mechatronic control of distributed noise and vibration: A Lyapunov approach: Christopher D. Rahn; Springer, Berlin, Heidelberg, New York, 2001, Inc., ISBN: 3-540-41859-8.";1664-1666;39
1;Receding horizon control of switching systems.;2307-2311;45
1;Design of switching sequences for controllability realization of switched linear systems.;662-668;43
1;H;2147-2152;40
1;A novel numerical method for exact model matching problem with stability.;1697-1704;42
1;From time series to linear system - Part III: Approximate modelling.;87-115;23
1;Adaptive and learning systems: Theory and applications.;290-291;24
1;Robust stabilization of MIMO nonlinear systems by backstepping.;987-992;35
1;Optimal unknown input distribution matrix selection in robust fault diagnosis.;837-841;29
1;Adaptive Output Feedback Control of Current-Fed Induction Motors with Uncertain Rotor Resistance and Load Torque.;617-624;34
1;Periodically time-varying memory state-feedback controller synthesis for discrete-time linear systems.;14-25;47
1;PI Tuning in Terms of Gain and Phase Margins.;1145-1149;34
1;A global output feedback controller for flexible joint robots.;1465-1469;31
1;Adaptive control of constrained finite Markov chains.;777-789;35
1;Uncertain feedback loops and robustness in general linear systems.;1039-1042;27
1;An adaptive controller for nonlinear teleoperators.;155-159;46
1;Performance of an adaptive algorithm for sinusoidal disturbance rejection in high noise.;1133-1140;37
1;State feedback stabilization of linear impulsive systems.;1476-1480;45
1;Frequency domain subspace-based identification of discrete-time power spectra from nonuniformly spaced measurements.;1333-1347;40
1;Alternative derivation of the algebraic Riccati equation in H;91-95;33
1;Optimal control computation for nonlinear systems with state-dependent stopping criteria.;2116-2129;48
1;Optimal statistical fault detection with nuisance parameters.;1157-1171;41
1;Variable structure adaptive motion and force control of robot manipulators.;1473-1477;30
1;Estimate based limited lookahead supervisory control for closed language specifications.;1739-1743;33
1;Diagnostic reasoning strategies for means-end models.;775-787;30
1;Asymptotic rejection of asymmetric periodic disturbances in output-feedback nonlinear systems.;555-561;43
1;New nonlinear residual feedback observer for fault diagnosis in nonlinear systems.;2222-2229;44
1;"Author's reply to ""Comments on ""Distributed nonlinear control algorithms for network consensus"" [Automatica 44 (2008) 2375-2381]"".";1569;46
1;Moving horizon estimation for switching nonlinear systems.;3270-3281;49
1;Inversion-based optimal output tracking-transition switching with preview for nonminimum-phase linear systems.;1364-1371;48
1;Optimal control of batteries with fully and partially available rechargeability.;1658-1666;48
1;Automatic tuning of decentralized PID controllers for TITO processes.;1001-1010;31
1;An IV based criterion for model order selection.;909-914;32
1;Analysis of two particular iterative learning control schemes in frequency and time domains.;1565-1572;43
1;Model validation for robust control of uncertain systems with an integral quadratic constraint.;603-606;32
1;Synchronization of complex dynamical networks with switching topology: A switched system point of view.;2502-2511;45
1;Controller tuning freedom under plant identification uncertainty: double Youla beats gap in robust stability.;325-333;39
1;On admissible pairs and equivalent feedback - Youla parameterization in iterative learning control.;2079-2089;42
1;A benchmark for optimal control problem solvers for hybrid nonlinear systems.;1593-1598;42
1;A linear programming regulator applied to hydroelectric reservoir level control.;533-541;22
1;Quasi-continuous HOSM control for systems with unmatched perturbations.;1916-1919;46
1;Static output-feedback control under information structure constraints.;313-316;49
1;Stability and L;1769-1774;42
1;Ineluctability of oscillations in systems with digital implementation of derivative feedback.;2444-2450;47
1;On observability of nonlinear steady-state generators.;1712-1718;46
1;Bearings only single-sensor target tracking using Gaussian mixtures.;2088-2092;45
1;Adaptive partial-state feedback control for stochastic high-order nonlinear systems with stochastic input-to-state stable inverse dynamics.;285-291;51
1;A bio-inspired pursuit strategy for optimal control with partially constrained final state.;1265-1273;43
1;Linear Multivariable Servomechanisms Revisited: System Type and Accuracy Trade-offs.;1449-1452;34
1;Introduction to robots: Arthur J. Critchlow.;614;22
1;Qualitative analysis and decentralized controller synthesis for a class of large-scale systems with symmetrically interconnected subsystems.;383-388;27
1;Limits on achievable robustness against coprime factor uncertainty.;1693-1702;30
1;The generalised discrete algebraic Riccati equation in linear-quadratic optimal control.;471-478;49
1;Identification of switched linear regression models using sum-of-norms regularization.;1045-1050;49
1;Adaptive IIR/FIR fusion filter and its application to the INS/GPS integrated system.;2040-2047;44
1;Nonlinear observers comprising high-gain observers and extended Kalman filters.;3583-3590;49
1;Upper solution bounds of the continuous and discrete coupled algebraic Riccati equations.;1088-1096;44
1;Block recursive parallelotopic bounding in set membership identification.;15-22;34
1;"Erratum to ""A stochastic controller for a scalar linear system with additive Cauchy noise"" [Automatica 50 (1) (2014) 114-127].";1742-1755;50
1;"Fixed-interval smoothing for state-space models: Howard L. Weinert; Kluwer Academic Publishers, Dordrecht, MA, 2001, ISBN: 0-7923-7299-9.";1663-1664;39
1;On the binomial confidence interval and probabilistic robust control.;1787-1789;40
1;Increasing-gain observers for nonlinear systems: Stability and design.;180-188;57
1;New method for identifying finite degree Volterra series.;488-497;44
1;Adaptive restricted trajectory tracking for a non-minimum phase hypersonic vehicle model.;1248-1261;48
1;Conditions for stability of droop-controlled inverter-based microgrids.;2457-2469;50
1;Coarsest quantization for networked control of uncertain linear systems.;1-8;51
1;Nonlinear vehicle side-slip estimation with friction adaptation.;611-622;44
1;Stability analysis of pulse-width-modulated feedback systems.;1335-1349;37
1;On the use of reachability Gramians for the stabilization of linear periodic systems.;729-732;33
1;Robust formulas for optimal H;2639-2646;47
1;On the second-order sliding mode control of nonlinear systems with uncertain control direction.;2982-2985;45
1;A new proof of the Jury test.;251-258;35
1;Three-dimensional formation merging control under directed and switching topologies.;99-105;58
1;Fault isolation filter design for linear stochastic systems.;1701-1706;35
1;Target containment control of multi-agent systems with random switching interconnection topologies.;879-885;48
1;Robust control strategies for multi-inventory systems with average flow constraints.;1255-1266;42
1;Why are some hysteresis loops shaped like a butterfly?;2658-2664;47
1;Observer-based stabilization of switching linear systems.;517-524;39
1;Model decomposition and reduction tools for large-scale networks in systems biology.;1165-1174;47
1;Passivity-based torque and flux tracking for induction motors with magnetic saturation.;2123-2130;39
1;Identification of Hammerstein nonlinear ARMAX systems.;1479-1489;41
1;Estimation of HIV/AIDS parameters.;1983-1988;39
1;A non-equilibrium analysis and control framework for active queue management.;2474-2486;44
1;Performance limitations for single-input LTI plants controlled over SNR constrained channels with feedback.;540-547;49
1;Lexicographic perturbation for multiparametric linear programming with applications to control.;1808-1816;43
1;Hysteresis-based switching algorithms for supervisory control of uncertain systems.;263-272;39
1;Flocking of networked uncertain Euler-Lagrange systems on directed graphs.;2774-2779;49
1;Robust minimum time control of flexible structures.;229-236;34
1;Sensor diagnosis and state estimation for a class of skew symmetric time-varying systems.;2284-2289;48
1;Convergence analysis of an online approach to parameter estimation problems based on binary observations.;2837-2842;48
1;Control of machines with friction : Brian Armstrong-Hélouvry.;1285-1287;28
1;Model-based detection of routing events in discrete flow networks.;583-594;41
1;Inversion of sampled-data system approximates the continuous-time counterpart in a noncausal framework.;823-829;44
1;A separation theorem for nonlinear systems.;928-935;45
1;MPC for tracking piecewise constant references for constrained linear systems.;2382-2387;44
1;Random generation of monotonic functions for Monte Carlo solution of qualitative differential equations.;739-754;41
1;Automated system monitoring and diagnosis via singular value decomposition.;2059-2063;33
1;Fuzzy control & fuzzy systems : W. Pedrycz.;443;28
1;Feedback Nash equilibria in the scalar infinite horizon LQ-game.;135-139;36
1;Low-order SISO controller tuning methods for the H;361-369;26
1;Adaptive sliding mode controller design based on T-S fuzzy system models.;1005-1010;42
1;Set Membership identification of nonlinear systems.;957-975;40
1;Generalised theory on asymptotic stability and boundedness of stochastic functional differential equations.;2075-2081;47
1;Validity of the standard cross-correlation test for model structure validation.;1285-1294;44
1;The output regulation problem with stability for linear switching systems: A geometric approach.;2953-2962;49
1;Introduction to the special issue on optimal control applications to management sciences.;1241-1244;42
1;An elementary proof of the Jury test for real polynomials.;249-252;47
1;Towards identification of Wiener systems with the least amount of a priori information: IIR cases.;956-964;45
1;Knowledge-based dialogue for dynamic systems.;829-840;25
1;Non-fragile H;727-737;37
1;Fuzzy moving sliding mode control with application to robotic manipulators.;607-616;35
1;High-performance indirect field-oriented output-feedback control of induction motors.;1033-1047;35
1;Linear computational complexity robust ILC for lifted systems.;1102-1110;48
1;Global stabilization of spherical orientation by synergistic hybrid feedback with application to reduced-attitude tracking for rigid bodies.;1945-1957;49
1;On Consistency of Subspace Methods for System Identification.;1507-1519;34
1;"Realization Using the ^f947;-Operator.";1455-1457;34
1;A new dead-time compensator to control stable and integrating processes with long dead-time.;1062-1071;44
1;Continuous graph partitioning for camera network surveillance.;227-231;52
1;A bias-correction method for indirect identification of closed-loop systems.;1019-1024;31
1;"Introduction to discrete event systems: Christos G. Cassandras and Stephane Lafortune; Kluwer Academic Publishers, Dordrecht, 1999, ISBN: 0-7923-8609-4.";1682-1685;37
1;Sufficient conditions for the existence of an unbounded solution.;1609-1617;37
1;Contractible controller design and optimal control with state and input inclusion.;593-597;26
1;Design of consensus and adaptive consensus filters for distributed parameter systems.;300-311;46
1;Relations between uncertainty structures in identification for robust control.;439-457;41
1;Optimal input design for model discrimination using Pontryagin's maximum principle: Application to kinetic model structures.;1535-1538;50
1;Optimal H;182-188;54
1;Low-gain integral control of continuous-time linear systems subject to input and output nonlinearities.;455-462;39
1;Hierarchical multiobjective analysis for large-scale systems: Review and current status.;53-69;24
1;On Dubins paths to intercept a moving target.;256-263;53
1;A new delay system approach to network-based control.;39-52;44
1;An Anti-Windup Design for Linear Systems with Input Saturation.;559-574;34
1;Book review.;847-849;45
1;Nonlinear observers for perspective time-invariant linear systems.;481-490;40
1;Global asymptotic linearisation of the pole placement map: a closed-form solution for the constant output feedback problem.;1303-1309;31
1;On robust stability of neutral systems with time-varying discrete delay and norm-bounded uncertainty.;1087-1092;40
1;Adaptive switching control of LTI MIMO systems using a family of controllers approach.;453-465;35
1;On a sufficient transversality condition for infinite horizon optimal control problems.;1007-1010;39
1;Truncation nonlinear filters for state estimation with nonlinear inequality constraints.;273-286;48
1;Nonlinear optimal tracking control with application to super-tankers for autopilot design.;1845-1863;40
1;"Correction to ""A Unified Approach for the Stability Robustness of Polynomials in a Convex Set"".";1929;33
1;Tuning of PID controllers by the non-symmetrical optimum method.;103-107;33
1;Output regulation of nonlinear systems using conditional servocompensators.;1119-1128;46
1;A tradeoff between period and order of linear periodic stabilizing compensators.;759-771;32
1;Capability and limitation of max- and sum-type construction of Lyapunov functions for networks of iISS systems.;1197-1204;48
1;Asymptotic rejection of finite frequency modes of general periodic disturbances in output feedback nonlinear systems.;2317-2325;44
1;Analysis of the asymptotic properties of the MOESP type of subspace algorithms.;497-509;36
1;"Corrigendum to: ""The explicit linear quadratic regulator for constrained systems"" [Automatica 38(1) (2002) 3-20].";1845-1846;39
1;"Comments on ""Robust optimal design and convergence properties analysis of iterative learning control approaches"" and ""On the P-type and Newton-type ILC schemes for dynamic systems with non-affine input factors"".";1666-1669;43
1;Design of a maximally permissive liveness-enforcing supervisor with a compressed supervisory structure for flexible manufacturing systems.;1028-1034;47
1;Steady-state errors in discrete-time control systems.;523-526;29
1;Decentralized output tracking for linear uncertain interconnected systems.;151-154;31
1;Piecewise linear solution paths with application to direct weight optimization.;2745-2753;44
1;Identifiability of errors in variables dynamic systems.;371-382;44
1;Partial state observability recovering for linear systems by additional sensor implementation.;858-863;50
1;Controller reduction via minimum rank matrix approximation.;1069-1076;48
1;"Comments on ""Liveness of an extended S";2199-2200;50
1;Essentials of robust control: Kemin Zhou, John C. Doyle Prentice-Hall, Englewood Cliffs, NJ, 1998, ISBN: 0-13-790874-1.;910-912;38
1;Distributed robust filtering with H;1-13;47
1;Delay-range-dependent control synthesis for time-delay systems with actuator saturation.;2691-2695;44
1;Human-robot collaboration in precise positioning of a three-dimensional object.;333-342;45
1;Conditions for stabilization of the tokamak plasma vertical instability using only a massless plasma analysis.;1762-1772;46
1;Accuracy analysis of time domain maximum likelihood method and sample maximum likelihood method for errors-in-variables and output error identification.;721-727;46
1;A unified approach to Markov decision problems and performance sensitivity analysis with discounted and average criteria: multichain cases.;1749-1759;40
1;Output tracking control of networked control systems via delay compensation controllers.;85-92;57
1;Reachable set of open quantum dynamics for a single spin in Markovian environment.;955-959;49
1;A method for reactive navigation of nonholonomic under-actuated robots in maze-like environments.;1268-1274;49
1;Application of a subspace model identification technique to identify LTI systems operating in closed-loop.;1027-1040;29
1;Hopf bifurcation in indirect field-oriented control of induction motors.;829-835;38
1;Auxiliary signal design for rapid multi-model identification using optimization.;1313-1325;38
1;Scheduling parallel Kalman filters for multiple processes.;9-16;49
1;Qualitative and quantitative experiment design for phenomenological models - A survey.;195-213;26
1;Structural matrix minimization algorithm for implicit descriptions.;705-710;33
1;Optimal algorithms for trading large positions.;1353-1358;48
1;On type number concept in fractional-order systems.;301-304;49
1;Invariance properties for a class of quasipolynomials.;890-895;50
1;Integrator forwarding: A new recursive nonlinear robust design.;979-984;33
1;Continuous-time self-tuning control volume 1 - Design : P. J. Gawthrop.;478-479;25
1;On iterative learning algorithms for the formation control of nonlinear multi-agent systems.;291-295;50
1;Direct data-driven recursive controller unfalsification with analytic update.;2034-2046;43
1;Decentralized supervisory control of discrete event systems with communication delays based on conjunctive and permissive decision structures.;738-743;43
1;Design criteria for robust strict positive realness in adaptive schemes.;643-654;30
1;Parameter bounds evaluation of Wiener models with noninvertible polynomial nonlinearities.;1775-1781;42
1;General analytical structure of typical fuzzy controllers and their limiting structure theorems.;1139-1143;29
1;Fault tolerant control for singular systems with actuator saturation and nonlinear perturbation.;569-576;46
1;Solutions to the output regulation problem of linear singular systems.;1713-1718;32
1;Fixed structure PID controller design for standard H;93-100;42
1;Analysis and simulation of strong earthquake ground motions using ARMA models.;721-737;26
1;Observability analysis for structured bilinear systems: A graph-theoretic approach.;1968-1974;43
1;A stabilizing model-based predictive control algorithm for nonlinear systems.;1351-1362;37
1;Parameters estimation of systems with delayed and structured entries.;1117-1125;45
1;On state representations of time-varying nonlinear systems.;1260-1264;45
1;Gradient-Based Approach to Solve Optimal Periodic Output Feedback Control Problems.;477-481;34
1;Tracking time-varying parameters with local regression.;1199-1204;36
1;A Sliding Mode Controller with Improved Adaptation Laws for the Upper Bounds on the Norm of Uncertainties.;1657-1661;34
1;An efficient algorithm for the solution of a coupled Sylvester equation appearing in descriptor systems.;244-248;47
1;Direct synthesis of pseudo-random ternary perturbation signals with harmonic multiples of two and three suppressed.;2975-2981;49
1;Universal adaptive control of nonlinear systems with unknown growth rate by output feedback.;1783-1789;42
1;Design of optimal controllers for spatially invariant systems with finite communication speed.;880-889;47
1;Identification of systems with localised nonlinearity: From state-space to block-structured models.;1392-1396;49
1;Relative/multiplicative model reduction for unstable and non-minimum-phase systems.;1087-1098;31
1;Robust state estimation and model validation for discrete-time uncertain systems with a deterministic description of noise and uncertainty.;271-274;34
1;Frequency domain identification of continuous-time output error models, Part II: Non-uniformly sampled data and B-spline output approximation.;11-18;46
1;Near-optimum steady state regulators for stochastic linear weakly coupled systems.;919-923;26
1;Simplex sliding mode control of multi-input systems with chattering reduction and mono-directional actuators.;2433-2437;47
1;Virtual reference feedback tuning: a direct method for the design of feedback controllers.;1337-1346;38
1;An iterative learning algorithm for boundary control of a stretched moving string.;821-827;38
1;Position synchronization of multiple motion axes with adaptive coupling control.;997-1005;39
1;State-space solution to weight optimization problem in H;505-513;48
1;A mixed H;1011-1018;39
1;Foreword by the honorary editors.;1-4;1
1;LSTF: A new scheduling policy for complex real-time tasks in multiple processor systems.;921-926;33
1;Robust and adaptive control of an unknown plant: A benchmark of new format.;567-575;30
1;Set membership state and parameter estimation for systems described by nonlinear differential equations.;1771-1777;40
1;Robust H;1547-1552;42
1;Perturbation analysis for production control and optimization of manufacturing systems.;945-956;40
1;The servo system for telstar antenna positioning.;129-149;2
1;Comments on 'Sliding mode control of linear systems with mismatched uncertainties'.;285-286;32
1;Adaptive-critic based optimal neuro control synthesis for distributed parameter systems.;1223-1234;37
1;A review of some recent results on the output least squares formulation of parameter estimation problems.;531-539;24
1;Computational system identification for Bayesian NARMAX modelling.;2641-2651;49
1;A methodology for sequential design of robust decentralized control systems.;997-1001;28
1;Hammerstein system identification using nuclear norm minimization.;2189-2193;48
1;Multi-input shaping design for vibration reduction.;81-89;35
1;When is the discretization of a spatially distributed system good enough for control?;1462-1468;46
1;"Mechanics and control of robots: Krishna C. Gupta; Springer, New York, Inc., 1997, ISBN: 0-387-94923-2.";960-961;37
1;Generalized control method by state convergence for teleoperation systems with time delay.;1575-1582;40
1;Distributed coverage control for concave areas by a heterogeneous Robot-Swarm with visibility sensing constraints.;195-207;53
1;Bifurcation control of rotating stall with actuator magnitude and rate limits: Part I - model reduction and qualitative dynamics.;597-610;38
1;Boundary control of coupled reaction-diffusion processes with constant parameters.;80-90;54
1;Average TimeSynch: A consensus-based protocol for clock synchronization in wireless sensor networks.;1878-1886;47
1;Pareto optimality in infinite horizon linear quadratic differential games.;1705-1714;49
1;On identification of stable systems and optimal approximation.;663-676;27
1;Optimal estimation with an introduction to stochastic control theory : Frank L. Lewis.;807-808;23
1;A practical method for the design of sliding mode controllers using linear matrix inequalities.;1761-1769;40
1;Nonlinear Output-Feedback Tracking Using High-gain Observer and Variable Structure Control, .;1845-1856;33
1;Optimal hysteresis for a class of deterministic deteriorating two-armed Bandit problem with switching costs.;1947-1955;39
1;"Extensions to ""Output prediction under scarce data operation: control applications"".";2069-2071;37
1;Digital control of an electromagnetic suspension system using the TMS-32020 signal processor.;1051-1054;27
1;Digital control system design : Gene H. Hostetter.;1043-1044;26
1;Comments on 'on compensation for neglected actuator dynamics'.;125;32
1;Shape restricted smoothing splines via constrained optimal control and nonsmooth Newton's methods.;216-224;53
1;Controlled linear system with delayed relay output under impulse random disturbances.;1399-1405;39
1;Exponential stabilization of nonholonomic dynamic systems by smooth time-varying control.;1139-1146;38
1;Stabilization of interconnected nonlinear stochastic Markovian jump systems via dissipativity approach.;2796-2800;47
1;A unified synchronization criterion for impulsive dynamical networks.;1215-1221;46
1;A novel approach to multiparametric quadratic programming.;2112-2117;47
1;Efficient Bayesian spatial prediction with mobile sensor networks using Gaussian Markov random fields.;3520-3530;49
1;Optimal control theory for infinite dimensional systems : By Xunjing Li and Jiongmin Yong. Birkhäser, Boston (1995). ISBN 0-8176-3722-2.;750-751;33
1;Ellipsoidal parameter or state estimation under model uncertainty.;1171-1179;40
1;Enhancement of fixed controllers via adaptive-Q disturbance estimate feedback.;39-53;27
1;Advertising channel selection in a segmented market.;1343-1347;42
1;An output error recursive algorithm for unbiased identification in closed loop.;933-938;33
1;Stabilization and robust H;2726-2731;50
1;An algorithm for bounded-error identification of nonlinear systems based on DC functions.;437-444;44
1;Geometric characterization on the solvability of regulator equations.;445-450;44
1;An extension of Newton-type algorithms for nonlinear process control.;281-286;31
1;A robust adaptive congestion control strategy for large scale networks with differentiated services traffic.;26-38;47
1;Tracking and synchronisation for a class of PWA systems.;2909-2915;44
1;Sample path and performance homogeneity of discrete event dynamic systems.;907-915;25
1;Grey-box modelling and identification using physical knowledge and bayesian techniques.;285-308;29
1;Robust stabilization via iterative state steering with an application to chained-form systems.;71-79;37
1;Variance error, interpolation and experiment design.;1117-1125;49
1;Navigation of a unicycle-like mobile robot for environmental extremum seeking.;85-91;47
1;Switched controllers and their applications in bilinear systems.;477-481;37
1;Passivity based synchronization for networked robotic systems with uncertain kinematics and dynamics.;755-761;49
1;Decoupling in the design and synthesis of singular systems.;245-249;22
1;Improved results on H;79-84;53
1;Suppression of bursting.;1-11;33
1;Simulation-based optimal sensor scheduling with application to observer trajectory planning.;817-830;43
1;Implementing the Hamiltonian test for the H;85-91;42
1;Robust microprocessor control of robot manipulators.;373-379;23
1;Nonlinear extremum seeking inspired on second order sliding modes.;51-55;57
1;On disturbance propagation in leader-follower systems with limited leader information.;591-598;50
1;Identification and model reduction of 2-D systems via the extended impulse response Gramians.;93-101;34
1;Stochastic stability of systems with semi-Markovian switching.;2961-2964;50
1;Numerical computation of decentralized fixed modes.;375-382;27
1;Improved stability criteria and controller design for linear neutral systems.;1948-1952;45
1;Task decomposition and allocation problems and discrete event systems.;203-216;30
1;A graph-theoretic method to find decentralized fixed modes of LTI systems.;2129-2133;43
1;H;1443-1451;35
1;A comparison of five algorithms for the training of CMAC memories for learning control systems.;1027-1035;28
1;Motion planning and tracking control for an acrobot based on a rewinding approach.;278-284;49
1;State feedback stabilization for probabilistic Boolean networks.;1272-1278;50
1;Periodically time-varying memory static output feedback control design for discrete-time LTI systems.;47-54;52
1;Stability crossing set for systems with two scalar-delay channels.;2098-2106;49
1;Numerical methods for optimal dividend payment and investment strategies of regime-switching jump diffusion models with capital injections.;2317-2329;49
1;Piecewise-linear H;1245-1254;42
1;Infinite horizon H;857-863;44
1;"Nonsmooth Mechanics, Bernard Brogliato, Springer, New York, Heidelberg, Berlin, 1999, Communications and Control Engineering, ISBN 1-85233-143-7 124.95 Euro; 552pp.";1106-1108;41
1;Actor-critic algorithms for hierarchical Markov decision processes.;637-644;42
1;Bounded-error identification for closed-loop systems.;1884-1890;50
1;Averaging techniques without requiring a fast time-varying differential equation.;192-200;47
1;Linear controller design for chance constrained systems.;278-284;51
1;Absolute stability of the Kirchhoff string with sector boundary control.;1915-1921;50
1;Multivariable control system synthesis: An experimental data based numerical approach.;1479-1483;30
1;A nonminimal representation of reduced-order observers.;405-409;26
1;A method for closed loop automatic tuning of PID controllers.;587-591;28
1;A class of marked invariant subspaces with an application to algebraic Riccati equations.;1503-1506;42
1;Linear quadratic regulation for linear time-varying systems with multiple input delays.;1465-1476;42
1;On-line estimation and adaptive control of bioreactors - Process measurement and control 1 : G. Bastin and D. Dochain.;797-798;29
1;Stability robustness of networked control systems with respect to packet loss.;1243-1248;43
1;Multiobjective hierarchical control architecture for greenhouse crop growth.;490-498;48
1;Structure identification of uncertain general complex dynamical networks with time delay.;1799-1807;45
1;On the representation of sensor faults in fault detection filters.;1793-1795;30
1;Hedging global environment risks: An option based portfolio insurance.;1519-1531;44
1;Predictor-based control for an uncertain Euler-Lagrange system with input delay.;2332-2342;47
1;An approximation approach to H;2049-2052;33
1;Generalization of integrated system optimization and parameter estimation techniques.;307-310;25
1;A New Approach to Optimal Regional Pole Placement.;1917-1921;33
1;Optimal strategies for biomass productivity maximization in a photobioreactor using natural light.;359-368;50
1;On-line control of the threshold policy parameter for multiclass systems.;528-536;46
1;Computationally efficient algorithms for on-line optimization of markov decision processes.;107-118;28
1;Robustness with dynamic IQCs: An exact state-space characterization of nominal stability with applications to robust estimation.;1666-1675;44
1;Auto-tuning of multivariable PID controllers from decentralized relay feedback.;319-330;33
1;Suboptimal supervisory control of Petri nets in presence of uncontrollable transitions via monitor places.;995-1004;42
1;Expert control.;277-286;22
1;Uniquely connecting frequency domain representations of given order polynomial Wiener-Hammerstein systems.;2381-2384;48
1;No-beacon collective circular motion of jointly connected multi-agents.;1929-1937;47
1;Establishing tightness in robust H;1992-1995;43
1;Output consensus analysis and design for high-order linear swarm systems: Partial stability method.;2335-2343;48
1;Auxiliary signal design for robust active fault detection of linear discrete-time systems.;1887-1895;47
1;Parameter and differentiation order estimation in fractional models.;926-935;49
1;Stabilizing composite control for a class of linear systems modeled by singularly perturbed Ito differential equations.;122-126;47
1;Gain margin improvement using generalized sampled-data hold function based multirate output compensator.;461-470;30
1;Reachability in input constrained discrete-time linear systems.;227-229;28
1;Finite-time stability and instability of stochastic nonlinear systems.;2671-2677;47
1;Adaptive control of linear time-varying systems.;651-659;39
1;Optimal regulation of homogeneous systems;1879-1890;41
1;Self-optimizing generalized adaptive notch filters - comparison of three optimization strategies.;68-77;45
1;Predictive pole-placement control with linear models.;421-432;38
1;Nonregular feedback linearization for a class of second-order nonlinear systems.;1819-1824;37
1;Automatica Prize Paper Awards 2014.;2433-2434;50
1;Optimization of kanban-based manufacturing systems.;1521-1533;35
1;Predictive congestion control of ATM networks: multiple sources/single buffer scenario.;815-820;38
1;State and Input Estimation for a Class of Uncertain Systems.;757-764;34
1;On modular backstepping design with second order sliding modes.;129-135;37
1;A generalized reaching law for discrete time sliding mode control.;83-86;52
1;A constructive solution for stabilization via immersion and invariance: The cart and pendulum system.;2352-2357;44
1;Approximation of the Feasible Parameter Set in worst-case identification of Hammerstein models.;1017-1024;41
1;Some necessary conditions for Hurwitz stability.;527-529;40
1;Parameter convergence and minimal internal model with an adaptive output regulation problem.;1306-1311;45
1;Adaptive smoothing methods for frequency-function estimation.;675-685;37
1;Convex invariant sets for discrete-time Lur'e systems.;1066-1071;45
1;The leader-following attitude control of multiple rigid spacecraft systems.;1109-1115;50
1;Non-singular terminal sliding mode control of rigid manipulators.;2159-2167;38
1;Controller design oriented model identification method for Hammerstein system;767-771;29
1;Automatica prize paper awards 1993.;7;30
1;H;255-260;34
1;Chaos in Circuits and Systems, G. Chen, T. Ueta, World Scientific Publishing Co., Singapore, 2002.;352-355;41
1;Multi-agent discrete-time graphical games and reinforcement learning solutions.;3038-3053;50
1;Design and performance analysis of a direct adaptive controller for nonlinear systems.;1809-1817;35
1;An integrating linearization method for Hammerstein models.;1825-1828;41
1;A convex optimization approach to robust iterative learning control for linear systems with time-varying parametric uncertainties.;2039-2043;47
1;Necessary stability conditions for linear delay systems.;3204-3208;50
1;A stability and contractiveness analysis of discrete-time Markovian jump linear systems.;168-173;43
1;Dynamic models and discrete event simulation: William Delaney and Erminia Vaccari.;589-590;27
1;Object-oriented programming in control system design: a survey.;1221-1261;30
1;Sliding mode control with bounded L;1929-1933;48
1;A receding-horizon approach to the nonlinear H;429-435;37
1;A Petri Net model for evaluation of expert systems in organizations.;225-237;27
1;A bound for a class of non-nested LQG team problems.;377-379;22
1;On new estimates for Lyapunov exponents of discrete time varying linear systems.;775-778;46
1;Adaptive dynamic surface control for linear multivariable systems.;1703-1711;46
1;Applied mathematics in water supply network management.;1215-1250;29
1;On minimal realisations of dynamical structure functions.;159-164;55
1;Model reference adaptive control system of a catalytic fluidized bed reactor.;101-104;22
1;Root locus for SISO dead-time systems: A continuation based approach.;480-489;48
1;Robust pole clustering in a good ride quality region of aircraft for matrices with structured uncertainties.;525-532;39
1;A dual relation between port-Hamiltonian systems and the Brayton-Moser equations for nonlinear switched RLC circuits.;969-979;39
1;Variable structure control design for uncertain dynamic systems with disturbances in input and output channels.;311-319;35
